,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
R_cell_293,3,1,7,4,0,1,3,1,4,2,7,5,5,2,1,0,3,0,2,8,8,6,26,14,16,6,46,6,3,7,13,2,3,2,7,5,2,1,3,4,7,0,2,6,1,3,5,4,2,3,4,7,0,3,1,5,2,6,0,3,1,2,2,4,5,6,2,4,7,2,2,1,3,5,3,3,1,6,4,2,1,1,9,2,1,1,1,3,0,7,5,2,4,3,2,3,1,2,0,0
R_cell_294,2,0,3,4,2,2,3,3,4,2,66,36,12,12,9,16,13,9,40,8,4,1,6,3,1,3,5,5,2,4,9,3,3,1,4,2,5,2,0,6,4,4,1,3,7,1,7,5,4,4,8,3,1,4,1,2,4,5,1,3,0,3,4,8,2,6,2,6,5,3,2,1,0,4,7,4,0,3,4,1,0,2,2,0,2,6,2,3,4,7,8,3,3,2,0,1,5,1,3,4
R_cell_295,2,3,5,6,0,0,8,1,3,2,4,5,0,8,7,2,2,2,2,4,4,4,6,1,1,4,11,6,3,2,5,3,5,1,6,10,2,2,1,7,18,8,1,10,7,11,14,17,69,19,0,4,1,5,2,1,4,5,5,1,2,0,1,3,1,8,1,4,4,1,2,1,1,2,4,1,3,2,9,2,4,0,4,2,1,7,2,2,11,2,2,4,4,2,0,2,2,0,4,1
R_cell_296,7,6,4,9,2,0,0,6,2,2,27,24,6,11,14,5,12,5,25,17,0,2,6,3,2,2,5,2,2,4,10,3,0,1,6,6,6,1,4,3,5,1,0,2,1,6,1,4,3,1,3,3,3,5,9,2,3,5,2,5,2,3,0,2,6,3,2,0,3,1,3,2,0,11,3,2,3,6,2,2,4,0,4,3,4,3,0,3,1,2,2,5,3,1,0,0,3,0,6,2
R_cell_297,20,15,19,32,2,5,8,8,13,3,6,4,3,7,6,2,7,2,8,3,2,1,6,5,4,1,3,2,3,2,8,1,1,0,1,6,2,2,1,4,12,4,4,4,3,3,2,4,2,2,2,3,0,2,1,1,1,9,0,9,1,0,4,6,4,5,2,0,2,3,0,3,3,1,5,4,3,1,2,4,5,0,3,4,3,3,2,5,3,0,6,2,3,3,0,1,3,2,1,2
R_cell_298,6,1,6,3,0,2,2,2,2,1,7,2,7,3,2,1,6,1,7,2,2,1,9,1,4,0,6,6,7,5,28,6,18,6,8,14,11,6,24,73,2,2,3,1,4,3,10,3,3,3,4,3,0,4,2,2,4,19,0,7,2,0,4,2,8,6,3,1,5,2,1,0,0,0,0,11,3,2,5,2,8,2,1,1,1,6,0,1,1,1,5,1,2,2,0,0,3,4,5,3
R_cell_299,6,2,0,8,2,4,3,2,2,2,9,2,6,2,4,3,2,2,5,2,0,1,12,3,3,1,11,3,3,0,21,5,12,6,14,17,11,9,17,76,4,4,4,8,4,2,7,1,3,2,3,4,0,5,2,2,4,7,0,2,2,3,1,1,7,7,2,3,8,5,2,3,2,2,5,3,3,4,6,0,5,1,4,1,2,2,10,1,7,1,5,1,3,2,3,1,2,0,6,4
R_cell_300,9,1,2,10,1,1,9,2,4,2,14,2,2,5,4,2,0,2,5,6,6,13,24,16,16,21,16,10,10,12,8,1,1,1,3,5,4,1,2,5,7,5,1,2,3,1,6,6,5,7,6,5,3,3,4,0,2,11,4,9,1,3,4,2,6,6,1,4,4,3,1,2,0,4,2,4,1,6,3,5,6,5,5,2,0,4,2,4,3,3,1,2,2,5,1,1,1,0,3,0
R_cell_301,4,2,12,9,0,0,4,2,1,0,2,5,3,3,3,0,4,2,9,2,11,5,17,29,20,10,22,7,3,12,9,0,6,1,2,4,0,0,0,4,2,4,4,7,3,1,9,4,3,1,1,1,0,0,1,3,3,8,2,5,0,2,6,1,4,6,6,7,5,2,0,0,3,2,1,3,1,3,1,1,1,1,4,6,3,5,3,2,0,1,8,0,3,4,1,2,2,0,2,0
R_cell_302,7,0,5,5,0,0,3,2,3,3,33,20,11,14,17,7,9,6,33,7,4,1,5,3,1,2,2,4,4,4,14,1,3,1,6,7,2,0,2,7,3,8,0,3,3,9,2,1,9,3,11,2,0,3,2,5,5,4,3,4,0,2,3,0,4,0,1,1,1,2,1,0,0,1,3,3,1,8,2,5,4,1,3,1,3,4,4,3,3,5,3,0,0,2,0,0,0,2,5,0
R_cell_303,3,0,4,4,3,1,5,1,0,2,8,8,2,5,4,2,9,3,1,1,3,1,5,2,0,1,2,4,0,1,9,2,3,2,6,6,2,1,5,5,22,13,4,11,13,24,13,13,29,29,1,5,0,0,0,3,4,7,2,3,1,4,5,4,6,2,0,1,2,4,0,1,2,3,2,4,3,2,6,5,3,1,1,5,0,2,3,2,4,8,3,2,1,0,2,0,1,0,9,0
R_cell_304,6,1,5,3,0,1,1,2,1,0,1,5,1,0,2,0,1,0,7,1,1,3,11,1,1,2,2,6,1,1,40,4,6,8,14,10,19,14,10,42,7,2,4,4,1,6,5,3,4,3,5,1,0,2,3,0,3,4,1,7,2,4,5,6,6,3,0,5,3,0,0,1,2,7,3,6,2,4,3,0,6,5,1,2,1,3,1,4,3,4,7,4,2,2,1,3,1,1,9,4
R_cell_305,5,0,6,8,1,4,5,2,1,2,3,3,3,7,3,2,3,3,10,0,3,1,10,7,4,1,12,2,6,3,40,5,12,7,4,31,12,5,14,41,3,4,2,3,3,4,5,1,3,1,7,2,1,1,4,9,4,6,0,1,0,2,7,7,4,5,5,2,0,3,0,0,2,5,0,3,2,7,6,0,0,4,3,2,0,0,2,3,8,4,1,2,2,3,0,1,3,1,4,1
R_cell_306,4,0,5,6,0,0,4,1,3,1,38,28,7,25,11,6,15,7,31,5,3,1,4,4,2,0,6,1,5,2,11,1,4,0,3,0,3,1,0,4,6,4,1,3,3,4,9,4,5,3,1,4,3,3,8,2,3,6,1,10,3,1,6,3,1,3,3,3,3,6,2,3,1,1,2,6,1,8,1,2,4,1,1,1,1,4,1,1,4,0,3,4,2,2,0,0,0,0,1,1
R_cell_307,4,2,1,4,2,2,5,2,2,2,4,5,6,3,4,2,3,3,2,2,6,11,30,19,8,22,48,26,10,10,9,6,2,3,4,8,1,2,1,8,3,5,4,6,4,2,2,1,4,2,6,3,0,3,3,3,1,8,0,12,0,5,1,13,3,3,1,0,6,0,1,1,0,4,4,2,1,5,6,5,0,9,4,1,1,3,3,1,3,2,2,2,3,3,2,0,0,2,3,1
R_cell_308,5,2,2,5,1,1,5,3,5,3,2,1,2,7,3,2,2,2,4,2,10,6,20,15,9,8,43,13,9,16,15,2,1,3,5,4,2,0,2,5,8,4,5,1,3,3,3,2,5,3,7,5,2,2,2,1,1,14,1,4,0,0,4,1,2,1,1,3,11,1,0,1,1,0,2,3,1,4,4,1,4,2,0,4,0,10,5,3,5,5,5,4,2,0,1,4,1,1,6,2
R_cell_309,14,10,18,19,0,8,8,10,20,3,3,5,4,3,3,0,2,1,3,3,5,1,5,0,0,3,4,2,2,4,9,3,2,2,5,10,2,1,3,1,3,3,2,9,2,3,1,0,0,5,6,7,2,2,2,1,1,5,0,4,1,4,2,2,3,3,2,2,7,2,2,1,0,6,4,5,4,0,3,4,1,0,1,3,0,3,0,2,5,5,3,2,3,6,1,0,0,0,5,0
R_cell_310,2,1,3,4,1,0,4,1,2,4,3,3,4,4,0,0,3,0,2,2,4,12,21,21,16,13,22,14,18,5,5,5,0,1,4,6,3,4,0,3,4,2,2,8,1,0,3,0,3,5,2,6,2,1,4,1,4,13,1,5,1,4,1,3,11,2,1,4,5,1,0,1,1,5,2,9,2,2,3,0,4,3,8,1,2,4,6,2,4,4,4,4,4,3,1,4,0,1,0,1
R_cell_311,4,3,11,1,0,0,6,4,2,4,4,2,2,7,6,4,4,1,2,0,2,3,5,1,6,1,3,5,2,4,39,1,13,5,10,14,16,15,12,54,3,5,4,2,2,2,5,3,1,6,5,8,1,1,2,2,3,8,2,2,1,1,2,4,3,6,6,3,7,3,7,1,1,2,1,2,0,7,8,1,3,1,3,4,3,5,5,5,7,11,3,5,2,4,0,2,3,0,2,0
R_cell_312,3,0,1,6,0,2,3,3,1,0,9,4,4,2,8,4,2,1,7,3,3,3,2,4,4,2,0,2,2,5,14,3,3,3,9,9,1,2,1,4,9,15,4,19,12,12,20,7,34,4,2,10,6,1,2,4,2,9,8,4,0,4,2,5,2,3,1,3,7,1,2,2,0,2,3,2,1,2,10,6,2,1,4,3,1,3,1,3,0,1,4,0,2,6,0,0,3,3,4,3
R_cell_313,7,0,3,3,1,2,2,4,0,4,2,4,6,6,3,1,3,7,2,4,0,0,8,2,2,2,6,3,1,3,39,6,7,8,13,20,19,13,22,33,1,1,1,1,3,11,7,2,0,5,0,8,1,3,4,3,0,12,2,8,1,1,5,3,3,3,3,4,3,2,1,0,2,3,6,7,1,3,4,2,2,5,1,3,3,7,2,9,6,9,6,2,2,1,1,0,0,2,10,2
R_cell_314,16,11,12,33,2,2,10,12,18,3,4,4,0,2,3,0,2,0,4,3,0,3,7,6,3,2,5,4,3,4,8,5,0,2,1,12,3,3,2,2,3,2,2,4,0,3,6,2,0,4,6,7,1,1,1,1,3,5,2,3,0,7,6,9,5,0,2,6,4,3,1,2,1,0,8,6,2,3,6,1,1,2,1,1,0,2,2,2,1,1,5,3,4,2,0,3,1,1,3,0
R_cell_315,14,16,7,18,2,3,11,4,17,4,4,2,1,18,2,1,2,1,6,0,4,1,4,3,0,0,2,3,5,3,16,4,1,1,6,2,3,0,4,3,6,9,1,5,5,3,3,7,7,1,6,3,1,3,2,2,0,18,2,4,1,2,1,2,6,1,0,2,4,5,0,2,0,5,0,1,2,2,5,2,3,0,2,4,2,3,0,3,2,2,11,7,3,1,0,0,4,3,3,1
R_cell_316,4,0,3,3,0,0,4,2,5,2,6,4,3,5,3,4,1,2,5,6,3,2,4,2,3,0,1,8,3,2,11,3,3,2,7,3,6,6,3,5,23,12,4,18,10,16,20,13,31,22,3,8,1,6,5,2,5,14,0,6,3,5,2,3,3,1,7,2,10,4,2,0,4,2,3,2,2,5,5,4,5,3,0,4,0,8,1,3,4,7,4,3,4,3,1,0,0,3,1,2
R_cell_317,9,13,12,29,2,7,14,15,30,5,3,6,3,3,3,2,2,3,6,1,5,1,9,5,1,5,1,1,0,1,10,0,1,2,7,4,3,1,1,4,4,4,2,4,4,6,7,3,7,5,1,4,1,0,1,0,0,3,0,5,1,3,2,0,3,2,1,3,4,5,1,0,2,2,2,8,1,0,3,1,3,2,2,2,2,7,2,4,5,3,2,2,5,1,1,2,2,1,5,1
R_cell_318,4,2,3,4,2,2,3,6,2,3,8,3,6,2,1,1,3,1,2,5,2,1,5,2,2,0,3,7,5,4,7,2,3,1,1,2,3,3,2,7,14,11,0,9,13,13,18,14,26,24,3,3,0,1,2,2,0,3,2,5,2,4,6,4,11,2,1,1,2,4,1,2,3,4,3,2,2,4,8,3,5,5,0,5,0,4,0,5,6,1,2,2,0,2,0,3,1,1,5,3
R_cell_319,0,2,6,15,1,1,4,2,3,3,5,7,3,4,5,1,3,1,6,3,3,4,8,2,2,4,7,5,3,3,15,1,2,3,5,5,1,0,2,1,22,15,4,14,12,13,18,16,39,28,2,7,0,3,2,1,3,3,0,7,0,2,3,0,7,4,1,2,6,1,3,1,0,1,4,2,2,2,2,6,4,4,2,3,0,5,4,5,4,2,3,5,1,0,1,3,2,2,3,2
R_cell_320,3,2,3,4,1,2,2,2,2,2,5,4,2,4,4,3,5,1,3,0,5,3,4,3,2,1,2,2,10,7,6,4,0,0,6,6,2,1,1,2,24,9,6,12,3,13,17,4,13,13,5,1,1,4,2,1,2,13,1,6,2,1,9,6,4,1,1,0,3,4,0,1,0,2,2,7,3,1,3,4,6,4,4,3,1,2,1,1,4,2,9,3,8,3,0,1,3,3,1,2
R_cell_321,2,1,2,4,0,1,2,3,3,3,1,8,1,7,3,3,1,1,9,2,3,2,3,3,5,1,8,3,5,7,9,0,1,0,4,5,5,1,4,7,17,12,8,23,13,18,14,13,37,23,5,5,0,1,2,2,2,9,1,7,2,4,3,6,10,2,0,1,2,6,2,2,2,8,2,7,6,2,4,4,5,2,2,0,1,3,4,4,10,8,4,7,4,3,1,3,4,2,7,0
R_cell_322,2,1,6,5,0,1,1,2,8,0,7,2,4,3,3,1,7,6,3,2,3,3,9,3,2,4,4,6,3,3,69,6,10,4,14,21,8,11,25,76,6,2,1,3,1,1,3,4,2,5,1,2,3,2,2,2,1,11,2,4,0,4,4,5,5,4,4,3,9,3,0,0,2,4,3,0,4,3,3,3,8,0,0,1,0,2,3,1,4,6,3,3,5,3,0,2,0,4,4,1
R_cell_323,3,4,6,4,2,3,6,2,5,1,3,6,2,4,2,0,3,0,6,1,4,1,2,2,4,0,3,5,3,5,16,4,2,3,3,3,5,1,1,3,23,4,3,16,6,8,18,5,25,11,3,4,0,0,1,0,0,11,1,0,2,4,3,5,3,5,1,2,5,3,1,1,2,2,1,10,4,4,3,3,5,2,4,1,4,2,1,5,5,0,4,2,4,2,0,1,1,1,2,1
R_cell_324,2,2,4,5,0,2,0,3,1,0,6,4,2,4,3,2,3,2,6,3,4,1,6,1,4,1,1,4,2,0,13,4,0,2,3,8,2,2,0,5,34,13,1,12,10,11,25,11,19,15,1,2,3,4,0,6,2,4,2,8,1,1,1,0,6,3,3,4,1,0,0,1,4,6,4,6,0,1,2,2,4,3,0,5,1,4,0,2,5,3,4,2,3,2,3,2,1,1,1,1
R_cell_325,0,5,6,8,3,1,3,3,3,3,3,7,2,5,1,3,2,1,5,1,1,1,3,3,0,1,4,2,2,4,26,0,15,8,11,18,16,6,17,48,3,7,5,7,11,3,4,2,4,1,6,5,4,0,0,3,5,3,3,7,0,2,5,3,1,5,2,2,4,3,3,2,3,7,5,7,1,1,5,3,6,1,0,0,4,2,1,2,6,6,2,3,1,1,2,1,1,2,3,1
R_cell_326,4,2,3,5,0,0,3,1,2,1,3,4,3,11,3,1,3,1,6,3,11,6,43,20,18,8,82,2,10,4,21,1,7,1,3,4,3,1,1,10,1,4,0,4,4,4,5,3,3,4,0,1,2,4,1,4,1,9,0,7,0,1,3,6,2,3,3,1,5,3,4,0,0,3,1,1,0,4,3,1,2,3,1,1,0,4,1,1,7,3,3,4,2,2,2,3,2,1,2,1
R_cell_327,1,2,6,4,1,0,1,0,3,2,5,1,2,7,3,3,1,4,5,3,1,0,10,3,2,3,3,4,3,3,37,7,8,3,9,37,18,2,17,61,1,5,3,7,3,4,3,6,9,3,5,5,0,2,1,7,5,6,3,8,2,2,4,7,7,5,3,2,1,2,0,2,3,6,8,11,3,5,6,2,1,1,2,3,0,5,3,2,2,2,6,5,1,4,1,1,0,3,2,5
R_cell_328,17,9,25,23,3,5,6,11,15,2,4,1,2,7,2,1,4,1,5,4,2,1,3,4,4,9,3,8,7,4,8,0,5,2,5,4,2,3,3,5,2,5,4,3,4,3,2,3,3,0,2,2,0,2,2,1,1,3,2,6,0,3,5,9,6,3,6,3,2,4,1,2,3,3,3,5,2,2,2,5,2,1,7,3,3,0,1,2,8,3,0,2,5,6,0,2,2,3,4,0
R_cell_329,4,0,6,10,0,1,6,2,2,0,27,35,8,17,12,6,6,7,60,9,3,1,4,3,1,0,3,2,6,2,11,0,0,2,4,3,2,1,0,2,12,4,1,5,7,1,3,4,1,4,3,3,1,0,0,0,1,7,0,8,3,3,6,4,5,1,4,2,5,8,1,3,1,5,2,10,4,3,3,2,3,2,6,5,2,5,4,2,6,2,1,2,4,6,2,3,3,1,0,0
R_cell_330,5,0,4,3,2,3,4,0,1,0,2,4,1,5,6,2,6,1,5,2,9,9,21,19,21,9,36,4,5,17,9,2,1,1,6,1,2,2,1,4,2,0,4,10,2,4,5,3,7,4,2,10,2,6,2,1,1,6,1,0,1,1,1,5,4,3,3,0,6,3,1,2,1,5,3,8,1,2,10,3,3,2,2,2,0,6,1,3,2,5,5,1,4,2,0,0,0,1,4,1
R_cell_331,5,0,4,11,1,3,3,0,1,3,19,27,4,13,12,8,13,2,41,9,5,3,5,2,5,4,4,4,5,3,7,1,1,1,3,3,2,2,1,2,3,1,0,1,1,3,5,4,5,1,3,8,2,2,1,1,3,9,4,5,1,2,3,7,7,2,0,0,3,1,1,1,2,1,4,9,0,4,5,0,1,4,2,3,0,6,3,3,5,3,5,1,3,2,1,2,3,0,7,0
R_cell_332,1,1,3,2,0,1,4,3,1,1,2,1,5,8,3,3,6,1,4,0,7,13,25,14,15,9,24,5,12,23,7,1,3,3,3,5,0,0,2,1,11,4,0,2,7,4,2,2,4,2,4,8,1,0,7,3,8,8,0,4,2,2,4,3,6,6,7,0,3,2,1,0,1,1,5,7,3,4,2,4,7,4,3,0,2,2,3,2,2,3,7,2,3,1,1,0,1,0,3,1
R_cell_333,2,1,4,1,0,0,3,2,6,1,33,29,9,6,8,14,9,4,52,5,3,0,5,4,2,1,2,3,4,7,10,3,6,2,2,7,1,2,3,4,7,7,2,4,1,7,0,1,6,1,4,2,1,1,1,1,1,3,2,6,0,1,1,5,5,1,1,2,8,2,2,0,1,3,3,1,4,4,2,1,2,3,2,3,2,5,4,1,2,4,2,7,2,3,3,0,0,1,2,2
R_cell_334,3,0,7,7,1,0,6,1,1,2,8,4,1,9,2,0,6,8,6,2,0,11,8,11,8,17,52,5,15,8,11,8,2,5,8,6,1,0,4,8,5,7,2,3,5,4,7,5,3,3,3,3,1,2,1,3,1,5,2,5,1,1,2,5,5,4,0,2,11,5,1,1,4,2,2,2,3,3,4,1,4,1,5,2,2,7,3,1,0,3,9,1,4,6,2,0,1,3,1,2
R_cell_335,1,2,5,3,0,0,4,1,1,3,5,6,6,7,2,1,5,3,5,4,7,2,11,2,0,4,4,2,7,3,35,12,5,4,22,13,9,15,13,70,5,5,0,1,4,1,7,2,7,0,3,5,2,4,1,1,1,6,1,8,1,2,0,0,4,1,1,2,3,5,0,0,1,2,7,7,4,2,3,2,6,2,1,2,2,8,3,3,3,4,5,5,0,6,0,2,0,3,6,0
R_cell_336,4,1,4,8,0,2,5,7,4,1,5,4,2,6,4,1,7,5,4,6,2,2,7,1,0,2,2,5,2,3,7,1,0,2,5,6,5,3,1,4,27,10,1,13,10,7,3,13,21,21,2,0,1,3,3,5,2,3,2,9,1,3,4,2,5,4,4,2,11,2,4,1,0,4,1,3,3,1,6,1,2,7,4,2,0,4,5,3,3,4,4,1,2,1,1,2,4,2,1,2
R_cell_337,3,0,3,3,0,1,1,2,0,1,25,25,10,24,38,1,14,7,34,18,2,3,3,4,4,0,6,2,4,3,9,2,2,1,1,3,3,1,0,4,2,4,2,3,7,0,3,3,5,3,5,1,3,1,3,1,3,4,4,6,2,1,1,7,2,7,1,2,6,1,2,2,3,6,2,4,1,6,1,3,3,2,5,0,3,7,1,6,6,3,7,4,2,0,0,1,2,2,1,1
R_cell_338,16,7,13,37,2,7,11,9,16,4,5,6,1,6,5,1,2,1,7,4,4,2,9,8,3,1,2,4,1,4,23,1,3,1,3,10,3,3,1,6,3,3,3,0,3,2,3,4,2,1,5,3,3,1,0,1,0,4,5,1,1,3,3,2,4,3,3,0,4,4,1,1,1,2,5,10,2,3,5,2,2,2,4,2,1,1,1,8,2,2,2,1,2,4,7,2,1,2,4,1
R_cell_339,4,1,3,1,2,1,3,1,1,4,5,7,5,11,5,3,3,2,3,2,12,3,20,17,13,17,34,10,19,19,10,5,1,0,1,10,2,2,1,2,4,3,3,3,3,2,4,1,5,6,5,5,1,0,2,3,1,0,1,10,4,3,2,6,8,3,2,1,3,1,3,0,4,3,3,3,0,3,5,3,4,1,2,0,0,2,3,2,4,2,6,5,1,2,0,0,0,0,2,2
R_cell_340,1,0,0,8,1,1,0,2,0,6,21,37,6,8,7,5,15,14,62,15,1,1,8,1,0,3,2,1,2,4,22,4,1,2,4,4,0,3,1,3,4,2,1,5,5,3,6,0,5,5,1,1,1,3,2,7,4,8,2,8,0,2,4,2,4,3,1,0,7,0,1,0,3,1,3,9,3,0,5,1,8,0,2,1,0,1,0,7,3,1,2,4,2,3,0,0,1,1,4,4
R_cell_341,18,15,16,49,2,13,4,8,14,5,4,10,0,6,4,4,3,0,8,5,0,1,3,2,1,2,5,3,4,5,10,5,3,3,3,3,0,2,2,4,3,0,2,3,4,6,2,2,3,3,5,7,3,1,1,0,1,9,2,3,1,1,4,5,7,3,1,0,4,2,0,1,2,3,8,2,1,3,4,4,2,0,4,1,0,6,2,2,3,6,2,4,1,1,0,1,1,3,7,0
R_cell_342,2,1,3,4,1,2,1,2,0,3,2,2,6,8,2,0,5,2,2,4,1,3,8,1,0,3,6,4,4,4,54,7,12,8,8,17,16,10,12,46,6,1,0,1,1,1,4,3,1,1,3,3,2,2,2,2,1,6,1,6,0,1,5,4,9,2,3,3,7,1,1,1,0,3,5,3,0,0,4,2,5,5,3,4,0,1,4,3,3,7,10,1,0,5,0,1,0,1,2,1
R_cell_343,3,5,4,2,0,1,3,1,4,1,44,24,8,17,8,5,11,10,39,17,5,1,7,2,3,0,3,4,4,6,12,1,2,0,5,6,3,1,2,0,3,1,1,5,5,4,3,7,5,0,3,7,1,6,2,1,2,9,4,4,0,2,1,7,5,11,6,2,4,5,2,0,0,9,3,1,2,2,6,3,1,4,1,2,0,8,1,4,5,4,4,0,1,6,2,1,2,4,2,0
R_cell_344,8,4,7,5,0,5,2,1,4,3,2,7,4,4,5,0,5,1,2,2,5,6,17,24,14,10,16,7,12,13,4,1,2,2,10,6,2,3,6,6,3,4,0,4,2,2,4,3,7,1,7,3,3,2,3,0,2,8,4,7,1,2,3,6,5,7,1,1,10,4,1,1,0,3,0,1,0,4,3,4,2,5,3,3,1,2,2,0,7,2,3,4,1,6,0,0,2,1,8,3
R_cell_345,3,0,2,5,0,1,5,1,1,2,7,6,9,2,2,0,5,0,6,4,8,2,37,13,17,9,20,7,9,5,10,4,2,1,1,4,2,1,3,6,3,3,0,0,1,3,2,3,1,2,2,2,0,2,7,2,3,6,1,3,1,3,4,2,7,5,3,3,7,1,2,2,1,5,1,1,2,7,5,0,4,4,2,1,2,3,3,0,7,6,3,4,4,0,1,1,0,3,3,0
R_cell_346,24,9,30,37,3,10,5,8,30,6,1,4,2,7,2,2,3,1,10,3,3,2,6,2,3,2,3,7,3,3,7,0,2,4,6,5,3,0,1,2,3,4,0,3,3,4,6,3,3,3,3,2,2,5,2,3,5,9,1,8,1,2,1,3,3,3,1,3,4,3,2,1,1,4,5,7,1,1,2,1,2,4,1,1,1,4,1,2,3,1,4,1,0,3,2,1,0,0,2,1
R_cell_347,5,1,6,9,1,2,2,1,4,0,2,5,3,3,1,3,3,2,5,3,3,0,3,3,1,2,4,3,9,4,27,4,12,7,12,17,7,11,19,42,5,1,0,7,3,2,4,0,7,7,3,7,1,1,1,2,2,5,2,4,1,1,0,3,6,4,3,2,5,1,2,0,0,1,1,7,4,3,2,6,5,1,1,2,1,5,4,6,8,6,10,4,2,4,0,0,0,1,5,0
R_cell_348,24,4,21,52,0,5,7,7,9,3,7,6,3,2,3,0,0,2,4,3,4,0,8,2,1,2,3,2,4,4,11,2,2,2,4,11,4,0,0,5,3,2,2,2,4,1,1,4,3,3,3,2,0,2,0,3,2,9,3,2,0,7,5,2,7,3,2,3,1,2,1,4,2,6,2,6,2,4,4,3,4,3,0,3,3,4,3,4,2,1,4,5,2,5,0,2,0,1,4,3
R_cell_349,5,3,7,0,4,0,5,0,2,0,6,5,0,4,5,3,11,0,8,1,3,1,12,1,5,3,2,3,6,5,3,5,1,2,5,7,2,2,4,2,14,13,3,28,9,13,33,10,29,14,3,1,7,6,3,2,2,5,4,3,2,0,2,5,4,11,4,4,9,0,1,3,2,2,1,3,2,1,1,3,4,1,1,1,3,6,0,9,8,4,0,1,2,2,2,2,0,1,5,3
R_cell_350,3,2,7,9,1,0,2,5,2,2,9,4,4,4,4,0,7,2,5,3,11,14,18,20,6,21,38,4,15,9,16,1,2,4,6,3,1,0,3,4,3,2,3,5,4,6,2,1,6,5,4,5,3,2,0,2,3,8,2,3,0,1,5,5,7,2,5,0,6,1,1,0,3,0,0,6,3,3,7,3,4,5,2,2,2,3,5,4,3,0,0,0,5,3,0,1,2,1,1,1
R_cell_351,14,3,21,57,3,3,6,4,12,3,3,5,4,6,7,3,4,1,2,2,2,2,11,5,3,1,3,0,5,0,18,2,1,3,4,4,5,2,8,4,3,8,0,3,0,4,4,3,6,1,1,2,1,5,5,0,2,7,0,4,2,3,4,4,4,4,1,1,2,3,1,0,2,3,0,4,4,1,5,6,3,1,2,2,0,3,5,3,7,2,6,4,1,3,0,1,2,2,2,2
R_cell_352,7,0,8,5,0,0,1,2,1,2,3,2,3,6,5,2,5,3,7,1,13,12,29,26,15,10,41,9,11,9,9,2,2,1,4,5,2,1,5,2,2,3,2,4,9,3,5,1,2,5,7,5,1,0,3,4,4,6,1,5,2,2,3,3,4,6,1,1,4,6,3,1,1,3,5,3,1,1,3,4,4,0,2,3,0,7,2,4,1,5,2,1,0,1,0,0,6,0,5,3
R_cell_353,1,0,4,4,0,0,4,5,3,1,34,20,10,11,11,8,6,4,28,15,2,3,4,1,1,3,2,12,2,4,14,4,1,1,9,5,1,1,1,9,3,11,1,5,2,2,3,0,5,4,2,4,2,5,1,1,3,8,2,7,3,1,5,2,9,6,2,2,7,2,2,1,2,3,7,5,3,3,1,2,2,2,3,2,2,3,2,1,5,4,4,1,2,5,0,3,0,1,6,3
R_cell_354,11,2,7,4,1,3,3,5,2,0,7,2,4,6,1,2,5,3,5,5,10,9,31,31,15,11,20,15,12,12,9,7,1,2,2,0,6,3,4,4,2,4,2,3,0,5,3,4,4,4,4,4,2,5,4,5,0,3,1,10,2,2,2,10,6,2,2,3,4,1,3,1,3,0,3,11,1,2,4,3,1,2,3,3,1,6,6,6,3,4,4,1,0,1,1,1,1,1,4,1
R_cell_355,7,10,11,46,5,6,9,5,10,3,6,11,2,2,3,1,3,2,4,1,2,2,2,1,2,2,4,1,5,6,13,1,2,0,2,3,4,2,0,5,3,9,1,1,2,4,6,5,3,3,1,4,3,1,3,1,1,13,3,4,0,3,5,5,9,5,8,1,5,4,5,1,2,3,5,3,4,5,2,1,7,4,3,3,2,2,1,0,4,2,8,1,1,2,0,1,1,2,2,0
R_cell_356,2,1,6,4,1,0,2,4,2,2,8,3,1,5,4,3,1,4,7,3,5,14,28,9,12,11,35,6,16,25,9,2,1,0,1,4,0,1,1,3,4,1,2,4,2,4,10,1,4,2,2,3,0,0,1,2,5,5,0,5,0,4,2,8,3,6,4,1,12,3,2,1,1,8,5,4,0,5,3,2,4,0,2,1,3,7,3,1,0,1,6,3,1,2,2,1,1,2,2,1
R_cell_357,10,13,24,31,3,4,10,7,13,4,10,2,4,11,5,0,2,3,14,5,1,1,4,3,2,7,5,5,2,4,15,3,3,1,4,7,3,0,1,3,3,6,0,2,6,5,2,5,4,2,3,6,2,3,1,3,2,9,2,5,1,1,2,1,7,3,3,2,9,2,2,1,1,5,2,3,1,6,6,2,3,7,0,5,1,1,1,4,5,3,4,3,3,3,2,3,1,3,4,2
