,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
Q_cell_270,2,0,3,5,1,2,2,0,2,2,4,12,4,8,5,1,2,4,5,5,5,6,29,29,22,11,43,7,14,5,24,1,4,2,3,4,3,1,1,4,8,2,5,2,3,3,4,2,8,5,5,4,5,0,2,1,3,6,4,9,1,4,5,9,5,7,6,0,4,4,1,2,0,3,1,6,3,3,6,3,4,2,9,0,2,6,1,7,0,1,4,4,1,3,0,2,2,3,4,2
Q_cell_271,2,1,3,4,0,1,5,2,3,1,11,54,4,12,22,11,21,1,38,6,1,2,3,2,5,4,4,4,0,5,9,2,0,6,2,5,3,1,3,9,3,1,2,3,3,5,8,2,2,2,3,3,0,4,2,1,4,22,6,8,0,3,1,7,5,3,6,0,3,4,2,2,2,2,8,12,3,2,7,2,7,6,3,3,0,1,2,2,0,5,3,2,0,4,0,1,2,4,11,2
Q_cell_272,4,0,6,3,2,1,5,1,3,1,20,28,10,44,37,15,17,11,29,15,2,1,3,2,9,5,7,5,4,2,19,7,1,2,2,13,1,2,5,6,9,8,3,1,11,5,2,2,3,2,0,9,1,3,0,3,6,9,0,10,0,1,2,1,6,6,6,2,5,9,0,2,6,1,5,7,4,10,5,4,4,3,1,2,2,7,2,3,1,3,7,2,0,2,1,0,0,4,7,2
Q_cell_273,2,1,1,5,3,2,4,3,6,0,5,11,6,9,5,3,2,2,9,8,3,6,2,3,3,9,5,2,3,7,116,11,16,8,21,10,24,16,28,125,7,5,0,1,5,1,2,3,6,7,3,5,1,4,0,2,6,7,2,6,0,2,1,1,5,8,4,2,3,5,0,0,1,6,5,6,1,6,3,1,3,5,3,5,2,9,5,2,3,10,9,2,2,4,0,0,2,2,2,1
Q_cell_274,3,4,5,6,1,0,6,5,3,2,6,8,4,3,3,5,13,3,6,3,7,14,18,13,13,13,60,6,5,6,19,2,0,1,3,4,3,4,3,8,6,6,0,3,2,2,2,4,5,7,4,8,1,3,3,1,3,10,6,3,1,2,1,3,8,10,2,5,6,3,0,6,0,1,12,7,4,4,5,1,11,6,4,8,3,3,2,3,2,2,4,0,0,5,2,1,1,4,6,7
Q_cell_275,4,3,10,46,5,2,4,9,12,4,9,9,1,7,3,1,3,1,5,3,3,3,6,4,4,6,15,4,7,6,22,2,1,2,2,0,6,1,2,11,9,8,1,2,3,7,5,3,8,4,11,3,3,2,0,2,2,18,5,8,1,4,4,8,5,5,3,2,0,2,0,3,2,9,9,5,5,1,11,5,4,2,3,2,0,7,3,7,4,3,6,2,5,3,2,2,2,1,5,1
Q_cell_276,4,1,4,4,1,5,6,1,2,2,28,31,5,11,15,4,27,18,24,13,4,1,6,2,3,3,9,7,3,2,7,2,3,1,6,4,1,1,2,11,7,2,2,3,7,5,9,3,8,6,1,5,2,4,2,2,1,6,1,6,1,0,5,4,8,3,2,8,8,3,4,4,0,0,2,2,3,3,3,2,7,4,4,4,5,3,2,3,4,6,5,1,3,3,0,0,4,3,4,2
Q_cell_277,3,1,2,10,0,4,1,3,4,3,8,8,2,5,7,1,6,4,10,4,13,3,33,24,19,19,67,17,18,20,11,2,1,3,0,9,2,0,3,11,5,8,2,4,2,2,2,4,4,1,5,5,2,1,3,1,6,5,5,7,0,2,1,1,2,4,6,1,6,5,1,2,0,2,6,5,5,6,7,2,21,2,2,1,1,3,0,4,5,7,11,1,3,2,4,0,2,1,6,1
Q_cell_278,8,4,3,4,1,2,1,5,3,2,45,24,8,19,24,6,10,7,28,7,5,0,3,4,3,1,3,2,3,1,28,1,4,2,2,9,2,2,2,8,10,4,1,0,4,7,3,1,2,4,6,4,4,2,1,2,2,3,4,6,1,1,5,10,5,6,4,4,9,3,1,2,1,1,6,1,6,2,10,7,6,2,3,3,0,5,0,4,4,4,4,3,1,8,0,1,1,2,1,2
Q_cell_279,5,1,4,8,1,3,3,4,2,1,19,35,10,30,24,10,21,11,35,19,3,1,8,0,3,3,4,1,6,2,10,1,1,2,9,5,6,3,0,5,9,2,2,3,5,7,6,3,10,3,6,2,0,4,1,2,4,12,3,1,2,4,0,1,8,2,5,3,2,0,0,1,2,4,1,2,3,5,7,3,2,2,6,5,2,8,2,2,6,9,4,1,1,3,6,0,4,0,5,3
Q_cell_280,8,8,13,16,3,8,7,7,17,2,5,8,3,6,1,4,6,1,6,0,2,2,14,1,9,8,8,2,3,3,27,0,2,2,3,8,8,4,3,8,5,4,2,2,6,3,5,2,3,4,2,4,1,5,2,4,4,6,3,7,2,4,1,4,3,7,6,2,5,6,0,2,0,2,3,6,6,5,7,9,8,0,3,2,2,3,3,3,3,2,7,4,2,1,2,1,3,1,8,0
Q_cell_281,3,1,6,11,0,1,8,1,0,2,7,5,1,8,5,0,2,4,7,6,2,2,8,1,6,2,8,5,2,2,22,6,2,2,6,5,2,5,2,6,25,4,2,7,12,11,22,7,22,16,6,1,2,2,3,2,3,14,1,9,2,3,2,3,6,7,1,5,4,4,2,5,0,8,6,8,3,2,10,6,5,7,2,0,0,1,2,3,8,7,3,3,3,4,0,0,2,2,3,1
Q_cell_282,6,2,3,5,5,0,2,1,1,2,3,3,5,1,5,4,11,3,13,2,6,0,6,4,0,5,4,6,9,5,78,13,15,6,10,25,14,15,45,122,2,6,5,3,2,8,7,1,3,5,3,6,0,1,1,0,3,4,1,10,2,5,2,5,6,4,4,3,10,0,1,0,1,5,5,4,1,2,7,3,5,3,2,1,1,1,5,1,2,8,4,1,3,1,3,0,0,0,6,0
Q_cell_283,1,0,3,6,1,2,7,1,2,0,6,2,2,4,13,3,2,3,7,5,8,3,45,19,16,8,72,4,17,12,17,3,2,4,4,4,5,4,3,13,3,7,3,1,2,0,3,5,5,4,1,4,2,1,1,3,2,9,6,3,1,2,2,4,10,6,9,2,4,4,1,0,3,5,8,8,5,4,4,1,5,1,0,5,1,10,2,0,4,10,7,2,2,1,2,1,3,3,5,2
Q_cell_284,24,10,17,25,1,5,26,2,7,6,5,7,2,9,2,7,3,3,5,1,7,4,5,2,1,6,11,2,3,1,21,2,0,2,5,4,5,2,4,0,10,8,1,2,1,6,3,4,2,10,3,1,0,2,2,0,2,6,5,5,1,1,1,4,5,15,8,2,5,2,2,1,4,2,7,5,4,5,4,5,4,4,3,4,0,4,2,6,3,6,7,1,5,8,2,0,0,0,1,3
Q_cell_285,3,1,3,11,1,2,3,0,3,11,3,3,5,4,13,2,3,7,0,2,8,10,24,6,59,20,48,9,34,26,22,5,3,1,2,5,4,1,7,10,1,4,2,5,2,12,9,3,3,4,5,8,2,5,4,2,4,15,4,7,0,3,5,5,4,10,5,3,3,3,1,1,0,1,7,9,2,2,5,2,5,6,4,5,5,1,0,1,1,4,5,3,2,3,1,0,0,3,5,1
Q_cell_286,2,3,2,6,0,2,4,0,3,1,7,2,0,9,4,0,4,1,3,2,3,1,3,4,2,3,6,2,2,1,47,6,19,9,15,8,19,10,67,67,8,2,1,1,7,3,12,5,3,7,7,5,4,5,1,3,5,12,7,5,0,1,10,8,1,5,1,0,3,1,1,1,4,4,3,8,2,2,9,3,8,3,5,1,1,2,3,2,6,3,2,5,2,5,0,0,0,1,6,0
Q_cell_287,4,0,2,7,1,1,3,5,2,2,33,32,13,12,33,13,8,6,22,27,5,3,1,2,4,1,4,3,4,10,14,2,5,1,5,8,1,1,5,13,4,5,2,2,6,8,5,0,4,15,10,2,2,1,2,1,4,8,2,7,1,1,3,5,8,8,3,3,3,1,4,1,2,6,6,5,2,6,3,4,10,2,2,2,2,2,3,0,6,3,1,5,2,1,0,1,2,0,4,0
Q_cell_288,5,1,2,3,2,2,2,0,2,2,35,12,17,19,20,3,22,12,32,3,3,1,5,5,2,3,2,1,5,2,14,0,5,1,2,4,1,1,1,2,2,3,3,2,6,6,5,2,6,1,4,3,1,4,4,1,2,33,2,14,1,5,3,4,0,4,1,2,3,5,4,1,1,5,12,6,4,1,2,3,4,8,1,2,1,7,1,2,3,15,0,1,1,2,0,4,0,0,7,0
Q_cell_289,6,4,0,9,0,1,9,1,1,2,3,3,6,6,11,2,4,1,4,1,7,1,4,5,4,1,6,1,5,4,16,2,2,2,2,15,4,1,3,11,17,14,6,10,10,15,14,20,38,23,4,4,5,2,4,1,3,11,4,8,1,2,2,4,2,7,2,1,4,4,2,2,2,6,7,11,1,5,1,3,4,1,0,1,1,1,1,0,1,4,1,3,3,3,0,2,2,2,3,0
Q_cell_290,3,2,3,2,2,1,5,3,3,1,12,4,4,8,6,4,5,5,2,1,2,0,10,1,2,0,14,1,3,5,50,12,6,14,10,18,4,15,32,133,6,5,0,0,5,4,8,4,5,11,7,15,4,2,5,3,3,6,4,3,0,0,2,12,5,8,6,2,5,2,0,0,2,5,5,1,1,4,2,3,3,4,2,1,2,3,0,3,3,5,5,2,1,3,3,2,1,2,6,1
Q_cell_291,8,0,2,4,2,1,2,3,3,2,4,13,2,6,5,2,3,0,5,6,6,3,6,1,4,1,2,1,2,5,18,1,2,2,2,2,2,4,3,11,23,14,2,12,10,9,35,2,23,38,5,4,4,2,2,6,2,10,1,8,0,3,1,7,2,6,3,4,8,1,3,2,6,0,2,2,3,5,4,4,5,1,4,5,2,3,10,1,7,3,2,2,2,2,1,1,1,1,5,5
Q_cell_292,4,1,3,9,1,2,5,3,2,0,8,5,0,8,9,7,4,2,8,2,7,18,24,18,36,1,62,11,12,5,13,1,1,1,6,4,2,0,2,11,11,5,2,1,6,6,3,12,5,4,3,6,1,1,4,0,0,6,2,4,1,0,1,2,6,11,4,3,6,1,2,4,1,8,7,9,2,3,11,2,7,2,2,4,2,1,3,4,2,4,4,1,4,2,1,1,2,0,9,1
Q_cell_293,7,0,6,12,0,0,2,5,2,5,1,4,3,5,7,3,5,4,5,4,9,9,35,43,18,12,22,14,13,15,15,2,4,4,2,5,5,2,3,6,2,2,3,4,5,5,10,2,5,3,3,7,3,8,0,1,3,15,4,6,0,0,8,6,2,7,3,0,11,2,2,1,3,7,15,14,1,3,10,2,8,2,3,4,2,2,1,5,2,8,7,0,1,3,0,1,2,1,7,1
Q_cell_294,16,9,7,64,3,5,29,15,4,2,3,1,5,16,5,2,4,2,3,1,5,2,5,6,6,4,9,2,4,3,23,1,2,1,7,6,1,0,3,9,4,9,2,7,4,0,9,3,8,1,6,7,2,5,1,4,4,13,2,7,2,1,3,3,3,0,3,1,19,3,3,1,1,2,9,3,9,3,8,9,5,0,2,1,2,10,4,2,1,5,4,0,2,4,2,2,3,3,8,3
Q_cell_295,3,3,2,0,3,1,4,3,2,3,3,5,3,10,8,1,3,1,7,4,1,4,1,6,2,0,4,4,3,4,44,1,13,3,4,18,51,16,29,122,2,1,2,3,0,2,4,2,3,4,3,3,4,3,2,3,5,15,2,1,0,4,3,5,4,6,1,0,3,4,1,0,1,3,8,6,3,1,4,2,3,2,2,3,0,3,0,4,4,6,3,4,6,2,2,0,0,2,8,0
Q_cell_296,4,1,2,4,1,0,5,2,0,1,36,17,13,23,27,14,9,21,31,6,5,1,5,5,7,4,2,9,7,2,15,3,2,0,4,8,7,1,3,7,5,5,0,3,3,6,1,3,6,2,1,7,3,3,3,1,2,6,4,8,0,5,1,3,11,8,4,3,4,7,0,2,2,8,7,2,1,9,10,1,5,4,2,1,1,5,0,2,5,1,5,3,2,8,0,2,0,2,2,3
Q_cell_297,11,3,5,24,3,2,12,3,6,6,7,7,1,10,13,5,6,1,8,5,3,3,8,6,0,1,1,4,5,4,19,6,2,1,1,1,7,2,4,6,11,4,3,2,6,5,10,5,5,1,8,8,2,3,4,1,4,6,2,9,1,1,2,1,10,7,6,2,4,5,0,0,5,0,5,6,2,5,3,6,6,1,4,1,3,14,2,3,2,2,8,6,8,8,1,1,2,3,4,2
Q_cell_298,4,1,4,6,3,2,7,0,0,2,4,7,5,5,7,1,1,3,6,2,4,12,20,9,22,4,52,6,23,9,11,2,1,1,5,5,7,3,3,6,9,5,2,3,3,3,7,7,1,7,4,9,3,2,0,2,0,5,1,4,1,4,5,4,3,7,5,2,3,5,2,0,1,12,3,4,2,2,6,2,2,3,2,1,5,4,1,1,3,2,5,3,2,5,2,0,3,2,3,2
Q_cell_299,2,1,1,8,4,0,5,4,6,0,10,2,3,11,5,3,10,0,6,2,1,2,6,5,3,0,7,3,3,2,9,3,2,0,6,5,1,4,3,6,12,20,3,18,5,16,18,20,21,32,1,14,3,2,1,1,6,9,0,5,0,2,3,7,9,6,6,2,5,0,1,1,0,9,5,7,3,5,2,1,5,4,6,5,4,3,0,1,1,1,3,4,2,5,1,2,0,3,3,3
Q_cell_300,3,1,1,8,0,2,2,3,6,7,3,9,4,12,8,1,8,1,2,1,12,9,33,33,29,14,68,5,19,4,16,2,3,3,3,4,3,1,4,6,6,3,1,9,7,7,13,0,2,4,3,7,3,0,3,1,4,13,3,7,1,5,1,1,6,1,8,2,2,3,2,1,0,9,11,7,6,0,3,2,8,7,0,4,0,1,2,3,1,3,4,5,1,4,0,2,0,8,6,3
Q_cell_301,4,7,6,10,0,0,6,4,1,1,2,3,6,9,3,3,0,4,7,2,8,8,25,19,36,32,60,5,10,10,19,1,2,3,3,5,3,1,3,7,4,5,3,1,3,5,5,10,2,7,2,4,2,1,0,3,4,13,3,9,0,1,5,7,4,8,3,3,2,1,1,0,0,4,2,4,3,4,4,10,6,0,4,1,1,7,1,5,6,9,2,1,4,2,0,0,1,2,1,1
Q_cell_302,2,1,6,9,4,1,2,2,0,2,5,14,5,4,5,0,1,3,8,9,4,0,11,1,3,1,11,3,5,6,62,9,16,6,8,23,13,15,38,83,2,8,2,4,6,4,6,1,4,4,2,3,2,2,2,0,10,5,2,4,1,3,5,4,3,11,2,5,5,6,1,1,1,1,7,2,7,8,9,4,4,3,4,5,2,4,3,4,2,2,5,3,3,2,1,1,4,0,1,0
Q_cell_303,40,19,12,43,1,6,14,6,13,0,2,7,5,11,6,2,7,3,5,4,2,1,4,4,1,3,8,4,5,8,9,1,8,3,9,9,3,3,7,13,7,8,4,2,1,1,14,2,2,1,7,6,0,3,2,0,6,22,2,6,2,4,6,9,4,8,7,2,4,2,0,1,0,2,9,2,2,7,7,2,5,5,2,6,0,4,1,2,6,5,5,4,0,5,4,1,2,6,0,0
Q_cell_304,15,5,14,45,4,2,32,18,12,2,10,11,1,20,8,4,4,0,4,3,0,3,8,2,3,3,12,5,2,4,11,1,4,0,7,5,4,9,9,11,8,8,4,2,2,3,6,2,5,6,1,2,0,0,2,2,2,6,3,4,0,1,3,4,4,5,4,1,5,0,0,3,0,2,2,10,3,3,6,2,1,2,6,2,4,6,3,3,3,6,4,3,2,1,0,1,1,3,4,0
Q_cell_305,7,3,2,9,1,0,1,2,2,2,11,5,6,6,4,2,7,1,2,1,8,20,28,21,18,7,49,4,6,7,3,0,3,2,13,6,5,1,3,7,8,5,1,4,6,3,3,1,4,5,4,2,0,1,4,2,3,8,2,16,1,1,1,4,3,7,2,2,5,3,0,2,3,6,8,5,1,3,4,3,4,6,7,0,0,5,3,3,3,3,2,1,1,0,2,0,4,1,6,1
Q_cell_306,6,2,2,6,0,1,2,0,4,2,22,50,7,20,42,5,27,13,31,16,2,3,6,1,7,1,6,4,5,9,9,1,3,2,5,6,11,1,1,6,7,2,5,8,0,7,4,0,6,0,9,4,5,2,2,2,1,8,3,9,3,2,1,1,9,4,7,0,3,2,3,2,0,3,5,5,2,2,7,1,7,5,5,4,0,5,0,3,3,5,1,2,3,5,3,3,2,2,7,4
Q_cell_307,15,16,9,54,7,5,19,6,15,4,2,6,5,16,8,2,6,3,1,3,2,2,8,3,4,1,2,1,10,5,51,4,4,2,4,5,4,0,6,8,7,7,7,5,3,11,2,3,4,2,5,5,1,2,2,4,2,19,3,1,0,3,3,2,4,9,6,2,4,2,0,1,3,6,9,2,4,7,1,1,3,6,6,1,0,7,0,2,1,4,8,5,3,4,0,1,0,1,6,1
Q_cell_308,11,7,20,21,4,2,11,6,22,3,5,5,1,19,11,1,6,2,5,2,2,4,3,1,4,9,4,1,6,5,24,1,3,2,5,2,2,0,2,12,16,4,1,3,6,4,5,3,4,2,4,3,4,3,0,5,5,7,0,11,2,0,2,6,1,5,7,3,7,2,0,1,3,7,4,3,0,4,6,5,8,3,3,2,0,2,3,0,6,3,1,3,2,2,4,0,1,5,7,0
Q_cell_309,6,1,4,6,1,0,2,1,2,3,8,2,4,9,10,0,6,1,5,2,4,1,11,6,3,3,5,4,2,2,21,7,11,5,29,3,17,7,40,109,3,3,0,3,6,5,3,4,6,9,10,7,1,5,0,2,1,13,3,14,2,1,6,3,3,1,2,0,3,7,0,3,1,1,6,9,4,4,8,2,2,4,2,1,2,1,2,6,6,2,7,1,2,2,1,3,2,2,3,1
Q_cell_310,2,1,2,8,2,1,2,6,1,1,12,8,2,2,6,5,2,4,5,3,16,9,39,33,21,12,53,6,5,9,13,2,5,1,1,6,2,0,1,10,8,4,1,5,7,6,9,3,2,5,2,4,1,0,5,1,5,5,0,3,1,3,4,5,6,11,6,1,2,4,2,0,1,1,5,3,2,3,4,3,7,7,2,4,3,5,3,1,2,4,8,1,3,5,0,1,2,4,6,3
Q_cell_311,3,1,3,5,2,2,1,3,4,1,7,9,2,9,7,6,9,3,10,1,6,12,21,12,12,24,30,8,5,11,11,2,0,0,8,6,3,2,4,13,6,3,1,4,2,3,5,3,4,6,5,7,2,0,3,2,6,15,4,12,1,1,2,2,3,4,4,3,5,1,2,4,1,5,5,7,4,3,4,5,3,3,0,2,4,7,1,6,1,5,6,0,2,2,0,0,3,0,13,5
Q_cell_312,3,2,3,15,0,1,6,2,0,0,0,2,3,4,5,4,5,3,9,1,2,2,11,3,5,2,2,3,0,1,44,9,8,14,5,20,25,22,37,256,4,5,2,3,1,1,2,3,8,9,4,3,2,4,2,3,2,13,0,10,0,0,11,6,11,7,2,2,5,1,0,5,0,6,4,9,1,7,6,4,5,1,4,3,3,3,2,2,3,11,1,0,2,3,3,2,0,2,4,2
Q_cell_313,19,10,9,66,4,7,15,11,12,5,2,3,5,5,3,2,5,1,5,4,3,7,4,4,5,14,16,2,4,6,42,1,1,4,9,9,7,2,1,5,5,2,0,1,11,1,4,5,9,0,5,9,1,3,1,0,0,12,0,5,1,4,3,8,6,4,1,1,8,5,1,1,2,7,5,9,4,8,7,1,10,12,2,5,2,1,2,3,0,5,6,2,5,2,1,0,3,0,4,1
Q_cell_314,1,2,3,6,1,1,2,2,1,6,2,4,1,8,2,3,2,3,5,9,2,2,2,0,4,1,8,5,6,7,54,5,15,2,10,11,18,9,46,262,12,5,1,3,6,3,2,4,6,6,1,7,1,3,0,1,3,3,4,3,0,1,5,4,8,7,3,2,2,0,2,0,1,3,9,4,3,2,7,3,3,1,4,2,0,5,1,4,7,2,4,5,2,1,0,2,1,4,2,0
Q_cell_315,9,3,3,9,2,1,5,1,2,1,4,1,2,9,0,2,3,3,1,2,4,0,3,1,3,1,3,2,3,6,67,10,9,6,14,6,31,20,39,142,10,6,2,8,3,3,9,4,6,2,4,2,2,1,1,3,4,9,6,6,0,2,4,0,5,4,5,4,2,3,1,3,1,4,12,1,6,4,14,2,8,5,2,2,1,8,2,4,4,1,4,4,2,3,0,0,3,2,4,0
Q_cell_316,9,13,10,23,1,5,10,7,13,2,10,9,3,11,5,5,2,1,6,4,3,1,3,2,5,4,7,0,2,4,14,4,1,2,5,0,6,5,5,12,4,4,0,0,2,4,6,2,6,6,4,3,3,1,2,1,2,19,0,8,0,0,3,1,9,8,3,3,15,2,0,1,3,6,16,5,3,2,0,4,7,3,2,1,0,5,2,1,4,8,4,1,2,3,2,2,2,1,6,1
Q_cell_317,1,1,4,9,1,0,2,1,5,4,6,8,3,4,5,2,4,4,5,4,9,10,14,19,18,13,37,13,21,9,21,3,3,3,5,3,3,1,3,6,5,8,0,0,7,7,1,2,5,3,7,4,7,4,1,2,2,14,2,3,1,3,7,6,4,7,10,0,5,5,3,3,2,9,3,8,2,4,6,3,7,5,4,0,2,9,2,4,3,1,7,4,4,3,0,1,0,1,6,1
Q_cell_318,3,0,2,12,1,0,1,2,3,3,10,5,5,9,3,5,6,1,2,2,16,14,36,33,25,15,37,3,6,17,8,3,1,0,8,2,3,1,2,6,9,9,1,1,3,1,4,0,7,5,5,7,2,2,7,4,3,8,2,6,3,3,4,3,5,12,5,1,6,0,1,2,0,3,7,13,2,3,8,8,6,5,2,6,1,6,4,3,4,6,1,1,3,1,2,1,2,2,8,3
Q_cell_319,8,1,2,3,2,2,3,2,1,1,1,4,5,5,7,3,9,1,12,3,1,4,7,2,3,6,5,3,2,2,12,0,0,3,3,3,2,0,2,12,25,20,2,16,16,21,18,17,20,17,3,4,1,4,2,1,0,10,5,9,2,5,3,6,10,3,3,2,5,2,0,4,2,12,8,3,9,0,13,3,1,1,2,2,1,10,0,2,5,3,4,1,8,3,1,2,0,1,4,4
Q_cell_320,2,6,1,1,1,1,1,1,3,0,8,3,1,12,2,4,4,4,2,0,5,10,71,22,28,29,64,23,9,21,35,2,6,0,3,3,3,1,6,7,3,4,3,1,2,2,9,3,2,5,5,9,1,4,3,4,3,29,3,2,2,5,2,3,9,3,2,2,5,1,2,0,0,4,0,6,3,4,8,0,3,2,0,2,0,7,2,3,9,3,4,4,5,1,1,3,2,0,9,2
Q_cell_321,1,1,4,10,1,0,2,2,2,4,5,11,0,2,5,1,7,2,1,3,2,2,4,1,2,1,8,5,5,2,21,7,1,2,7,12,9,1,5,9,56,14,7,15,18,16,11,11,25,23,1,5,2,3,2,0,2,15,3,4,0,1,6,1,5,5,5,0,4,3,1,1,3,3,5,4,1,1,6,3,1,5,2,2,1,2,2,2,3,3,4,3,5,2,0,0,0,3,2,3
Q_cell_322,2,0,3,4,0,0,7,0,2,3,6,15,4,2,2,1,7,3,3,4,4,7,4,1,2,1,5,5,0,0,89,1,30,6,15,7,24,22,55,125,4,5,4,1,6,4,4,3,2,8,3,4,1,2,3,0,4,10,2,10,1,1,2,5,11,14,6,3,5,1,2,1,1,4,3,1,3,7,3,10,8,3,0,1,0,11,0,3,3,7,2,3,1,2,1,0,1,1,6,0
Q_cell_323,1,1,3,5,2,0,5,1,4,1,1,9,7,9,2,5,1,1,5,7,7,7,33,17,25,18,64,10,12,12,10,2,2,4,2,7,5,5,2,8,7,4,0,5,0,3,2,2,2,7,6,8,3,3,1,0,6,3,3,2,0,2,7,5,3,3,3,1,9,2,1,0,1,1,3,2,3,6,9,4,0,0,5,2,1,8,2,4,7,1,4,2,4,0,1,1,2,6,8,1
Q_cell_324,5,1,1,3,0,0,1,3,0,1,7,11,5,19,4,2,1,2,10,1,7,9,29,19,27,25,58,8,20,16,13,4,6,6,8,5,5,5,5,4,7,7,2,3,2,2,4,2,7,4,8,1,3,1,3,3,4,7,2,11,1,2,4,5,4,4,4,1,5,5,1,1,0,4,13,5,2,2,10,1,2,5,5,2,3,5,1,2,5,6,2,0,1,2,1,2,2,4,5,2
Q_cell_325,5,1,2,6,2,0,2,0,9,3,2,5,0,9,10,8,5,1,1,5,5,1,7,5,3,2,10,3,4,2,91,4,17,12,5,5,14,5,31,66,6,5,1,3,0,5,8,1,9,4,3,0,2,6,2,3,0,12,3,8,0,1,3,6,9,4,7,4,5,2,2,4,4,5,9,9,3,8,3,6,6,2,3,1,1,4,0,3,2,2,3,2,3,4,3,2,1,0,6,1
Q_cell_326,1,0,0,5,1,1,2,4,3,0,7,3,3,8,5,2,5,1,1,4,3,4,10,4,7,2,5,4,1,1,74,3,19,11,26,16,20,10,49,111,10,6,2,3,6,4,9,3,5,3,2,3,3,0,1,4,3,5,4,2,1,5,6,3,8,3,1,2,3,9,0,1,5,4,6,7,6,4,7,5,12,2,5,1,0,4,3,2,7,2,4,2,2,3,0,2,1,1,7,5
Q_cell_327,3,1,3,5,0,0,3,3,7,1,19,24,8,13,31,13,20,18,34,12,5,1,12,2,3,2,2,5,4,1,14,6,5,3,6,4,3,1,7,11,4,3,0,3,7,3,4,2,4,7,1,8,1,3,0,1,0,10,6,5,2,2,1,3,5,4,9,1,9,3,2,0,2,6,18,10,2,3,5,2,10,4,2,2,0,4,2,3,13,3,3,6,8,4,3,0,0,0,3,0
Q_cell_328,12,1,0,8,1,0,2,1,1,2,16,49,16,20,60,8,30,16,40,9,4,0,6,4,5,4,2,1,1,8,8,4,2,0,4,5,2,2,1,15,8,3,0,2,4,4,1,6,5,12,2,7,2,4,0,6,2,11,2,3,1,3,1,4,4,9,4,2,6,1,0,3,2,4,2,6,3,12,4,2,2,0,4,0,1,4,3,2,3,3,6,1,1,7,0,3,1,1,5,1
Q_cell_329,26,13,12,75,4,1,11,11,8,8,8,15,3,5,4,1,3,4,15,1,1,1,7,2,5,6,14,1,2,3,20,4,2,2,9,2,5,1,4,6,0,2,0,0,3,4,9,1,2,10,2,6,2,1,1,1,1,18,5,3,1,3,6,11,2,14,8,4,5,4,2,1,1,0,10,4,5,1,3,12,9,3,10,3,1,10,3,2,4,6,16,3,3,4,1,1,1,1,3,1
Q_cell_330,5,1,0,5,2,1,2,2,5,5,33,19,10,9,23,12,13,19,33,8,8,3,3,3,4,6,11,3,4,6,6,5,4,1,2,8,7,1,2,4,4,7,3,2,2,5,6,0,9,7,1,1,0,1,0,2,4,16,2,10,0,2,6,8,5,2,4,1,7,6,1,2,0,4,6,8,2,3,4,5,6,10,2,2,1,7,3,3,9,6,3,5,4,1,0,0,2,7,4,1
Q_cell_331,6,4,7,10,2,1,5,2,5,0,16,63,9,16,41,16,20,8,36,6,1,1,3,2,2,3,11,1,4,2,8,5,1,2,3,6,3,2,6,10,10,6,2,2,5,6,7,6,6,3,3,5,4,2,6,2,3,11,1,7,1,1,3,1,10,6,8,4,1,3,1,1,1,8,5,5,3,4,7,2,1,3,6,1,0,4,1,4,7,4,3,5,5,4,1,3,0,2,9,0
Q_cell_332,5,3,5,5,0,2,6,2,3,5,25,28,6,24,29,9,33,24,50,16,1,1,10,0,5,6,3,4,3,6,15,4,4,1,3,6,3,0,5,15,7,1,1,8,1,1,5,5,3,3,8,3,1,2,0,0,1,11,1,12,2,2,6,5,7,1,2,1,4,2,3,3,4,8,6,3,3,10,5,11,5,1,1,2,0,8,3,2,6,2,2,2,2,3,1,2,2,0,11,0
Q_cell_333,7,3,8,3,1,2,5,3,3,3,1,6,2,8,2,1,2,0,8,5,5,1,0,1,6,0,3,7,4,2,53,7,18,5,9,7,7,8,15,119,4,10,8,2,0,3,10,5,4,2,5,6,3,2,2,1,1,12,3,1,0,1,6,1,7,6,3,1,7,5,1,1,0,1,2,12,2,3,4,5,11,6,8,4,1,6,4,1,6,4,7,3,7,5,2,0,2,1,4,2
